Assembly Name	Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date
ASM2127684v1	GCF_021276845.1	Salmonella enterica		Crie-F394				From INSDC submitter	4931025	Scaffold	2021-12-23
ASM2127686v1	GCF_021276865.1	Salmonella enterica		Crie-F393				From INSDC submitter	4936095	Scaffold	2021-12-23
ASM2127688v1	GCF_021276885.1	Salmonella enterica		Crie-F391				From INSDC submitter	4934816	Scaffold	2021-12-23
ASM2127690v1	GCF_021276905.1	Salmonella enterica		Crie-F386				From INSDC submitter	4937813	Scaffold	2021-12-23
ASM2127692v1	GCF_021276925.1	Salmonella enterica		Crie-F261				From INSDC submitter	5250386	Scaffold	2021-12-23
ASM2127694v1	GCF_021276945.1	Salmonella enterica		Crie-F260				From INSDC submitter	4966646	Scaffold	2021-12-23
ASM2127696v1	GCF_021276965.1	Salmonella enterica		Crie-F259				From INSDC submitter	4967873	Scaffold	2021-12-23
ASM2127697v1	GCF_021276975.1	Salmonella enterica		Crie-F339				From INSDC submitter	4972749	Scaffold	2021-12-23
ASM2127700v1	GCF_021277005.1	Salmonella enterica		Crie-F254				From INSDC submitter	4957521	Scaffold	2021-12-23
ASM2127702v1	GCF_021277025.1	Salmonella enterica		Crie-F257				From INSDC submitter	4924943	Scaffold	2021-12-23
ASM2127704v1	GCF_021277045.1	Salmonella enterica		Crie-F252				From INSDC submitter	4966357	Scaffold	2021-12-23
ASM2127706v1	GCF_021277065.1	Salmonella enterica		Crie-F247				From INSDC submitter	4967363	Scaffold	2021-12-23
ASM2127708v1	GCF_021277085.1	Salmonella enterica		Crie-F244				From INSDC submitter	5251155	Scaffold	2021-12-23
ASM2127709v1	GCF_021277095.1	Salmonella enterica		Crie-F245				From INSDC submitter	4934205	Scaffold	2021-12-23
ASM2127712v1	GCF_021277125.1	Salmonella enterica		Crie-F243				From INSDC submitter	4933568	Scaffold	2021-12-23
ASM2127714v1	GCF_021277145.1	Salmonella enterica		Crie-F241				From INSDC submitter	4974814	Scaffold	2021-12-23
ASM2127716v1	GCF_021277165.1	Salmonella enterica		Crie-F192				From INSDC submitter	4962668	Scaffold	2021-12-23
ASM2127718v1	GCF_021277185.1	Salmonella enterica		Crie-F191				From INSDC submitter	5034556	Scaffold	2021-12-23
ASM2127720v1	GCF_021277205.1	Salmonella enterica		Crie-F207				From INSDC submitter	5084921	Scaffold	2021-12-23
ASM2127721v1	GCF_021277215.1	Salmonella enterica		Crie-F87				From INSDC submitter	4968355	Scaffold	2021-12-23
ASM2127724v1	GCF_021277245.1	Salmonella enterica		Crie-F81				From INSDC submitter	4992253	Scaffold	2021-12-23
NZ_Salmonella_enterica_MC1	GCF_901212535.1	Salmonella enterica				Salmonella_enterica_MC1		From INSDC submitter	4699902	Scaffold	2019-05-29
UHGG_MGYG-HGUT-02366	GCF_902386395.1	Salmonella enterica				MGYG-HGUT-02366		From INSDC submitter	4955431	Contig	2019-08-16
1942_14	GCF_903930835.1	Salmonella enterica				1942_14		From INSDC submitter	5115682	Contig	2020-07-20
1503_08	GCF_903930845.1	Salmonella enterica				1503_08		From INSDC submitter	4600229	Contig	2020-07-20
3220_14	GCF_903930855.1	Salmonella enterica				3220_14		From INSDC submitter	5069097	Contig	2020-07-20
02958_13	GCF_903930865.1	Salmonella enterica				02958_13		From INSDC submitter	4722749	Scaffold	2020-07-20
9710_11	GCF_903930875.1	Salmonella enterica				9710_11		From INSDC submitter	4734706	Contig	2020-07-20
0559_17	GCF_903930885.1	Salmonella enterica				0559_17		From INSDC submitter	4717659	Contig	2020-07-20
1004_07	GCF_903930895.1	Salmonella enterica				1004_07		From INSDC submitter	4494059	Contig	2020-07-20
1820_14	GCF_903930915.1	Salmonella enterica				1820_14		From INSDC submitter	5096251	Contig	2020-07-20
1521_08	GCF_903930925.1	Salmonella enterica				1521_08		From INSDC submitter	4599974	Contig	2020-07-20
12276_11	GCF_903930945.1	Salmonella enterica				12276_11		From INSDC submitter	5256065	Scaffold	2020-07-20
4289_14	GCF_903930965.1	Salmonella enterica				4289_14		From INSDC submitter	4815372	Scaffold	2020-07-20
4178_15	GCF_903930985.1	Salmonella enterica				4178_15		From INSDC submitter	4600330	Scaffold	2020-07-20
1920_14	GCF_903930995.1	Salmonella enterica				1920_14		From INSDC submitter	5225852	Scaffold	2020-07-20
3252_14	GCF_903931005.1	Salmonella enterica				3252_14		From INSDC submitter	4666893	Contig	2020-07-20
2460_13	GCF_903931015.1	Salmonella enterica				2460_13		From INSDC submitter	4561986	Scaffold	2020-07-20
1169_07	GCF_903931045.1	Salmonella enterica				1169_07		From INSDC submitter	4566267	Contig	2020-07-20
27696_12	GCF_903931055.1	Salmonella enterica				27696_12		From INSDC submitter	4682495	Scaffold	2020-07-20
1020_09	GCF_903931065.1	Salmonella enterica				1020_09		From INSDC submitter	4593322	Scaffold	2020-07-20
4159_15	GCF_903931075.1	Salmonella enterica				4159_15		From INSDC submitter	4655789	Contig	2020-07-20
2933_14	GCF_903931085.1	Salmonella enterica				2933_14		From INSDC submitter	4872173	Scaffold	2020-07-20
4278_06	GCF_903931095.1	Salmonella enterica				4278_06		From INSDC submitter	4659717	Scaffold	2020-07-20
3653_13	GCF_903931105.1	Salmonella enterica				3653_13		From INSDC submitter	4591610	Scaffold	2020-07-20
3332_18	GCF_903931115.1	Salmonella enterica				3332_18		From INSDC submitter	4726341	Contig	2020-07-20
1585_17	GCF_903931125.1	Salmonella enterica				1585_17		From INSDC submitter	4672995	Contig	2020-07-20
2742_14	GCF_903931135.1	Salmonella enterica				2742_14		From INSDC submitter	4752053	Scaffold	2020-07-20
3541_16	GCF_903931145.1	Salmonella enterica				3541_16		From INSDC submitter	4772738	Contig	2020-07-20
0664_15	GCF_903931155.1	Salmonella enterica				0664_15		From INSDC submitter	4569878	Scaffold	2020-07-20
0347_07	GCF_903931165.1	Salmonella enterica				0347_07		From INSDC submitter	4854089	Contig	2020-07-20
1967_08	GCF_903931195.1	Salmonella enterica				1967_08		From INSDC submitter	4760031	Scaffold	2020-07-20
4165_15	GCF_903931215.1	Salmonella enterica				4165_15		From INSDC submitter	4660237	Scaffold	2020-07-20
1156_08	GCF_903931225.1	Salmonella enterica				1156_08		From INSDC submitter	4766794	Contig	2020-07-20
5400_08	GCF_903931235.1	Salmonella enterica				5400_08		From INSDC submitter	4774580	Contig	2020-07-20
9063_11	GCF_903931245.1	Salmonella enterica				9063_11		From INSDC submitter	4665429	Scaffold	2020-07-20
0286_09	GCF_903931265.1	Salmonella enterica				0286_09		From INSDC submitter	4789287	Contig	2020-07-20
1427_09	GCF_903931275.1	Salmonella enterica				1427_09		From INSDC submitter	4801697	Contig	2020-07-20
2214_18	GCF_903931285.1	Salmonella enterica				2214_18		From INSDC submitter	4719723	Contig	2020-07-20
1076_01	GCF_903931295.1	Salmonella enterica				1076_01		From INSDC submitter	4693650	Scaffold	2020-07-20
8876_10	GCF_903931305.1	Salmonella enterica				8876_10		From INSDC submitter	4726710	Scaffold	2020-07-20
4585_16	GCF_903931315.1	Salmonella enterica				4585_16		From INSDC submitter	4810344	Contig	2020-07-20
1221_07	GCF_903931335.1	Salmonella enterica				1221_07		From INSDC submitter	4737185	Contig	2020-07-20
1058_09	GCF_903931345.1	Salmonella enterica				1058_09		From INSDC submitter	4801907	Scaffold	2020-07-20
0796_06	GCF_903931365.1	Salmonella enterica				0796_06		From INSDC submitter	4859547	Scaffold	2020-07-20
4586_10	GCF_903931375.1	Salmonella enterica				4586_10		From INSDC submitter	4686001	Scaffold	2020-07-20
3183_18	GCF_903931385.1	Salmonella enterica				3183_18		From INSDC submitter	4881681	Contig	2020-07-20
3610_17	GCF_903931395.1	Salmonella enterica				3610_17		From INSDC submitter	4732098	Contig	2020-07-20
1789_17	GCF_903931405.1	Salmonella enterica				1789_17		From INSDC submitter	4700881	Contig	2020-07-20
3485_17	GCF_903931415.1	Salmonella enterica				3485_17		From INSDC submitter	4732173	Contig	2020-07-20
0065_14	GCF_903931425.1	Salmonella enterica				0065_14		From INSDC submitter	4735450	Scaffold	2020-07-20
3625_14	GCF_903931435.1	Salmonella enterica				3625_14		From INSDC submitter	4795565	Scaffold	2020-07-20
0493_07	GCF_903931445.1	Salmonella enterica				0493_07		From INSDC submitter	4706018	Contig	2020-07-20
4025_16	GCF_903931455.1	Salmonella enterica				4025_16		From INSDC submitter	4692474	Scaffold	2020-07-20
4030_15	GCF_903931465.1	Salmonella enterica				4030_15		From INSDC submitter	4723443	Contig	2020-07-20
0527_01	GCF_903931475.1	Salmonella enterica				0527_01		From INSDC submitter	4765286	Contig	2020-07-20
0008_01	GCF_903931495.1	Salmonella enterica				0008_01		From INSDC submitter	4705113	Scaffold	2020-07-20
8078_01	GCF_903931515.1	Salmonella enterica				8078_01		From INSDC submitter	4751006	Scaffold	2020-07-20
1004_01	GCF_903931525.1	Salmonella enterica				1004_01		From INSDC submitter	4748080	Scaffold	2020-07-20
4310_15	GCF_903931535.1	Salmonella enterica				4310_15		From INSDC submitter	4707534	Scaffold	2020-07-20
0378_01	GCF_903931545.1	Salmonella enterica				0378_01		From INSDC submitter	4754911	Contig	2020-07-20
0851_15	GCF_903931555.1	Salmonella enterica				0851_15		From INSDC submitter	4980272	Scaffold	2020-07-20
8190_01	GCF_903931565.1	Salmonella enterica				8190_01		From INSDC submitter	4713960	Scaffold	2020-07-20
10136_01	GCF_903931575.1	Salmonella enterica				10136_01		From INSDC submitter	4737813	Contig	2020-07-20
8729_01	GCF_903931585.1	Salmonella enterica				8729_01		From INSDC submitter	4806896	Scaffold	2020-07-20
6650_01	GCF_903931595.1	Salmonella enterica				6650_01		From INSDC submitter	5368048	Contig	2020-07-20
10136_02	GCF_903931605.1	Salmonella enterica				10136_02		From INSDC submitter	4803395	Scaffold	2020-07-20
0220_17	GCF_903931625.1	Salmonella enterica				0220_17		From INSDC submitter	4823607	Contig	2020-07-20
5423_17	GCF_903931635.1	Salmonella enterica				5423_17		From INSDC submitter	4823360	Contig	2020-07-20
4273_17	GCF_903931655.1	Salmonella enterica				4273_17		From INSDC submitter	4872872	Contig	2020-07-20
4516_14	GCF_903931665.1	Salmonella enterica				4516_14		From INSDC submitter	5118063	Contig	2020-07-20
2408_13	GCF_903931675.1	Salmonella enterica				2408_13		From INSDC submitter	4859479	Contig	2020-07-20
1342_06	GCF_903931685.1	Salmonella enterica				1342_06		From INSDC submitter	4893982	Contig	2020-07-20
0253_01	GCF_903931695.1	Salmonella enterica				0253_01		From INSDC submitter	4810919	Contig	2020-07-20
4589_06	GCF_903931705.1	Salmonella enterica				4589_06		From INSDC submitter	4873792	Contig	2020-07-20
0197_14	GCF_903931715.1	Salmonella enterica				0197_14		From INSDC submitter	4866292	Contig	2020-07-20
0165_14	GCF_903931725.1	Salmonella enterica				0165_14		From INSDC submitter	4811644	Contig	2020-07-20
0176_14	GCF_903931745.1	Salmonella enterica				0176_14		From INSDC submitter	4865522	Contig	2020-07-20
4948_17	GCF_903931755.1	Salmonella enterica				4948_17		From INSDC submitter	4918639	Contig	2020-07-20
0781_01	GCF_903931765.1	Salmonella enterica				0781_01		From INSDC submitter	4825469	Scaffold	2020-07-20
1177_07	GCF_903931785.1	Salmonella enterica				1177_07		From INSDC submitter	4850170	Contig	2020-07-20
1921_14	GCF_903931795.1	Salmonella enterica				1921_14		From INSDC submitter	4865014	Contig	2020-07-20
4519_14	GCF_903931805.1	Salmonella enterica				4519_14		From INSDC submitter	4921707	Scaffold	2020-07-20
0189_01	GCF_903931815.1	Salmonella enterica				0189_01		From INSDC submitter	4856689	Contig	2020-07-20
8696_10	GCF_903931845.1	Salmonella enterica				8696_10		From INSDC submitter	4820031	Scaffold	2020-07-20
3009_16	GCF_903931855.1	Salmonella enterica				3009_16		From INSDC submitter	4840839	Contig	2020-07-20
3970_15	GCF_903931865.1	Salmonella enterica				3970_15		From INSDC submitter	4841076	Contig	2020-07-20
0123_01	GCF_903931875.1	Salmonella enterica				0123_01		From INSDC submitter	5096326	Contig	2020-07-20
8488_01	GCF_903931885.1	Salmonella enterica				8488_01		From INSDC submitter	4857126	Scaffold	2020-07-20
2385_01	GCF_903931895.1	Salmonella enterica				2385_01		From INSDC submitter	4824900	Scaffold	2020-07-20
3276_18	GCF_903931925.1	Salmonella enterica				3276_18		From INSDC submitter	4914836	Contig	2020-07-20
3978_17	GCF_903931965.1	Salmonella enterica				3978_17		From INSDC submitter	4898001	Contig	2020-07-20
0171_18	GCF_903931995.1	Salmonella enterica				0171_18		From INSDC submitter	4822661	Contig	2020-07-20
0289_15	GCF_913082355.1	Salmonella enterica				0289_15		From INSDC submitter	4688992	Scaffold	2021-08-18
5797_16	GCF_913082375.1	Salmonella enterica				5797_16		From INSDC submitter	4865274	Contig	2021-08-18
1142_15	GCF_913082385.1	Salmonella enterica				1142_15		From INSDC submitter	4677285	Scaffold	2021-08-18
ASM165238v2	GCA_001652385.2	Salmonella enterica		CFSAN033950				From INSDC submitter	4930422	Complete Genome	2021-06-07
ASM183155v2	GCA_001831555.2	Salmonella enterica		CFSAN044865				From INSDC submitter	5084052	Complete Genome	2021-06-07
ASM183171v2	GCA_001831715.2	Salmonella enterica		CFSAN044875				From INSDC submitter	5004869	Complete Genome	2021-06-07
ASM183191v2	GCA_001831915.2	Salmonella enterica		CFSAN044885				From INSDC submitter	4879725	Complete Genome	2021-06-07
ASM183198v2	GCA_001831985.2	Salmonella enterica		CFSAN044888				From INSDC submitter	4892473	Complete Genome	2021-06-10
ASM183330v2	GCA_001833305.2	Salmonella enterica		CFSAN044925				From INSDC submitter	4754349	Complete Genome	2021-06-07
ASM183496v2	GCA_001834965.2	Salmonella enterica		CFSAN044945				From INSDC submitter	5008883	Complete Genome	2021-06-07
ASM250771v2	GCA_002507715.2	Salmonella enterica		CFSAN064276				From INSDC submitter	4806207	Complete Genome	2021-06-07
ASM250774v2	GCA_002507745.2	Salmonella enterica		CFSAN060808				From INSDC submitter	4660570	Complete Genome	2021-06-07
ASM250786v2	GCA_002507865.2	Salmonella enterica		CFSAN060809				From INSDC submitter	4484627	Complete Genome	2021-06-07
ASM250787v2	GCA_002507875.2	Salmonella enterica		CFSAN060807				From INSDC submitter	4753965	Complete Genome	2021-06-07
ASM250791v2	GCA_002507915.2	Salmonella enterica		CFSAN060804				From INSDC submitter	4902428	Complete Genome	2021-06-07
PDT000396397.2	GCA_003737065.2	Salmonella enterica		PNUSAS057737				From INSDC submitter	4549679	Contig	2020-09-15
PDT000403032.2	GCA_003769185.2	Salmonella enterica		PNUSAS060004				From INSDC submitter	4536564	Contig	2020-09-15
PDT000403021.2	GCA_003769605.2	Salmonella enterica		PNUSAS060011				From INSDC submitter	4677375	Contig	2020-09-15
PDT000403041.2	GCA_003769715.2	Salmonella enterica		PNUSAS060013				From INSDC submitter	4593656	Contig	2020-09-15
PDT000403067.2	GCA_003769985.2	Salmonella enterica		PNUSAS060008				From INSDC submitter	4537116	Contig	2020-09-15
PDT000403024.2	GCA_003771005.2	Salmonella enterica		PNUSAS060009				From INSDC submitter	4632225	Contig	2020-09-15
PDT000403022.2	GCA_003771185.2	Salmonella enterica		PNUSAS060017				From INSDC submitter	4558074	Contig	2020-09-15
PDT000403042.2	GCA_003771205.2	Salmonella enterica		PNUSAS060015				From INSDC submitter	4693485	Contig	2020-09-15
PDT000403052.2	GCA_003771265.2	Salmonella enterica		PNUSAS060014				From INSDC submitter	4657856	Contig	2020-09-15
PDT000403059.2	GCA_003771335.2	Salmonella enterica		PNUSAS060012				From INSDC submitter	4725797	Contig	2020-09-15
PDT000403020.2	GCA_003776985.2	Salmonella enterica		PNUSAS060006				From INSDC submitter	4795861	Contig	2020-09-15
PDT000403050.2	GCA_003779045.2	Salmonella enterica		PNUSAS060007				From INSDC submitter	4701731	Contig	2020-09-15
PDT000403028.2	GCA_003788285.2	Salmonella enterica		PNUSAS060005				From INSDC submitter	4537508	Contig	2020-09-15
PDT000403038.2	GCA_003788335.2	Salmonella enterica		PNUSAS060003				From INSDC submitter	4536968	Contig	2020-09-15
PDT000310425.4	GCA_003870155.2	Salmonella enterica		FDA856989-2				From INSDC submitter	4499665	Contig	2020-09-15
ASM387221v2	GCA_003872215.2	Salmonella enterica		CFSAN029939				From INSDC submitter	5183854	Complete Genome	2021-05-24
ASM387239v2	GCA_003872395.2	Salmonella enterica		CFSAN029945				From INSDC submitter	4680419	Complete Genome	2021-05-24
ASM387262v2	GCA_003872625.2	Salmonella enterica		CFSAN029895				From INSDC submitter	4991210	Complete Genome	2021-06-07
PDT000388097.3	GCA_003896295.2	Salmonella enterica		TTU_266				From INSDC submitter	4945388	Contig	2020-09-15
ASM411823v1	GCA_004118235.1	Salmonella enterica		CFSAN074583				From INSDC submitter	4794820	Contig	2019-01-29
ASM411839v1	GCA_004118395.1	Salmonella enterica		CFSAN074596				From INSDC submitter	4756562	Contig	2019-01-29
ASM411840v1	GCA_004118405.1	Salmonella enterica		CFSAN074588				From INSDC submitter	4803491	Contig	2019-01-29
ASM411843v1	GCA_004118435.1	Salmonella enterica		CFSAN074591				From INSDC submitter	4926195	Contig	2019-01-29
ASM411845v1	GCA_004118455.1	Salmonella enterica		CFSAN074587				From INSDC submitter	4806721	Contig	2019-01-29
ASM411846v1	GCA_004118465.1	Salmonella enterica		CFSAN074594				From INSDC submitter	4922997	Contig	2019-01-29
ASM411849v1	GCA_004118495.1	Salmonella enterica		CFSAN074586				From INSDC submitter	4806918	Contig	2019-01-29
ASM411851v1	GCA_004118515.1	Salmonella enterica		CFSAN074590				From INSDC submitter	4903768	Contig	2019-01-29
ASM411852v1	GCA_004118525.1	Salmonella enterica		CFSAN074589				From INSDC submitter	4805072	Contig	2019-01-29
ASM411855v1	GCA_004118555.1	Salmonella enterica		CFSAN074582				From INSDC submitter	4806002	Contig	2019-01-29
ASM411859v1	GCA_004118595.1	Salmonella enterica		CFSAN074592				From INSDC submitter	4920624	Contig	2019-01-29
ASM411869v1	GCA_004118695.1	Salmonella enterica		CFSAN074576				From INSDC submitter	4843178	Contig	2019-01-29
ASM411870v1	GCA_004118705.1	Salmonella enterica		CFSAN074556				From INSDC submitter	4756686	Contig	2019-01-29
ASM411871v1	GCA_004118715.1	Salmonella enterica		CFSAN074577				From INSDC submitter	4845591	Contig	2019-01-29
ASM411874v1	GCA_004118745.1	Salmonella enterica		CFSAN074557				From INSDC submitter	4759636	Contig	2019-01-29
ASM411875v1	GCA_004118755.1	Salmonella enterica		CFSAN074558				From INSDC submitter	4759746	Contig	2019-01-29
ASM411879v1	GCA_004118795.1	Salmonella enterica		CFSAN074560				From INSDC submitter	4753739	Contig	2019-01-29
ASM411881v1	GCA_004118815.1	Salmonella enterica		CFSAN074554				From INSDC submitter	4919721	Contig	2019-01-29
ASM411882v1	GCA_004118825.1	Salmonella enterica		CFSAN074555				From INSDC submitter	4763990	Contig	2019-01-29
ASM411903v1	GCA_004119035.1	Salmonella enterica		CFSAN074597				From INSDC submitter	4765619	Contig	2019-01-29
ASM411904v1	GCA_004119045.1	Salmonella enterica		CFSAN074593				From INSDC submitter	4924920	Contig	2019-01-29
ASM411906v1	GCA_004119065.1	Salmonella enterica		CFSAN074598				From INSDC submitter	4762025	Contig	2019-01-29
ASM411907v1	GCA_004119075.1	Salmonella enterica		CFSAN074584				From INSDC submitter	4804792	Contig	2019-01-29
ASM411908v1	GCA_004119085.1	Salmonella enterica		CFSAN074595				From INSDC submitter	4760056	Contig	2019-01-29
ASM411913v1	GCA_004119135.1	Salmonella enterica		CFSAN074578				From INSDC submitter	4847731	Contig	2019-01-29
ASM411915v1	GCA_004119155.1	Salmonella enterica		CFSAN074559				From INSDC submitter	4763715	Contig	2019-01-29
ASM412055v1	GCA_004120555.1	Salmonella enterica		192_17				From INSDC submitter	4538441	Contig	2019-01-30
ASM412057v1	GCA_004120575.1	Salmonella enterica		72_18				From INSDC submitter	4836364	Contig	2019-01-30
ASM412058v1	GCA_004120585.1	Salmonella enterica		170_17				From INSDC submitter	4785391	Contig	2019-01-30
ASM412059v1	GCA_004120595.1	Salmonella enterica		185_14				From INSDC submitter	4720925	Contig	2019-01-30
ASM412065v1	GCA_004120655.1	Salmonella enterica		169_11				From INSDC submitter	4689775	Contig	2019-01-30
ASM412070v1	GCA_004120705.1	Salmonella enterica		192_16				From INSDC submitter	4686759	Contig	2019-01-30
ASM412071v1	GCA_004120715.1	Salmonella enterica		470_11				From INSDC submitter	4731530	Contig	2019-01-30
ASM412075v1	GCA_004120755.1	Salmonella enterica		148_14				From INSDC submitter	4742673	Contig	2019-01-30
ASM412076v1	GCA_004120765.1	Salmonella enterica		189_13				From INSDC submitter	4699593	Contig	2019-01-30
ASM412077v1	GCA_004120775.1	Salmonella enterica		194_17				From INSDC submitter	4625704	Contig	2019-01-30
ASM412078v1	GCA_004120785.1	Salmonella enterica		72_15				From INSDC submitter	4732743	Contig	2019-01-30
ASM412083v1	GCA_004120835.1	Salmonella enterica		166_11				From INSDC submitter	4713338	Contig	2019-01-30
ASM412085v1	GCA_004120855.1	Salmonella enterica		21_17				From INSDC submitter	4594154	Contig	2019-01-30
ASM412163v1	GCA_004121635.1	Salmonella enterica		133_16				From INSDC submitter	4868949	Contig	2019-01-30
ASM412164v1	GCA_004121645.1	Salmonella enterica		112_16				From INSDC submitter	4687576	Contig	2019-01-30
ASM412167v1	GCA_004121675.1	Salmonella enterica		173_17				From INSDC submitter	4723605	Contig	2019-01-30
ASM412171v1	GCA_004121715.1	Salmonella enterica		169_17				From INSDC submitter	4787769	Contig	2019-01-30
ASM413583v1	GCA_004135835.1	Salmonella enterica		FORC_078				From INSDC submitter	4745355	Complete Genome	2019-02-04
PDT000315734.1	GCA_004156355.1	Salmonella enterica		CNSV-T13-MD04-10-TT-A				From INSDC submitter	4963025	Contig	2019-02-11
PDT000315474.1	GCA_004156375.1	Salmonella enterica		CFSAN080867				From INSDC submitter	4731292	Contig	2019-02-11
PDT000315742.1	GCA_004156385.1	Salmonella enterica		CFSAN080948				From INSDC submitter	4620253	Contig	2019-02-11
PDT000315745.1	GCA_004156395.1	Salmonella enterica		CFSAN080899				From INSDC submitter	4840663	Contig	2019-02-11
PDT000315998.1	GCA_004156455.1	Salmonella enterica		CFSAN080879				From INSDC submitter	4620413	Contig	2019-02-11
PDT000315749.1	GCA_004156475.1	Salmonella enterica		CFSAN080890				From INSDC submitter	4762704	Contig	2019-02-11
PDT000315735.1	GCA_004156495.1	Salmonella enterica		CFSAN080946				From INSDC submitter	4730399	Contig	2019-02-11
PDT000315774.1	GCA_004156535.1	Salmonella enterica		CFSAN080938				From INSDC submitter	4738678	Contig	2019-02-11
PDT000315946.1	GCA_004157295.1	Salmonella enterica		CFSAN080958				From INSDC submitter	4761429	Contig	2019-02-11
PDT000315739.1	GCA_004157395.1	Salmonella enterica		CFSAN080943				From INSDC submitter	4803823	Contig	2019-02-11
PDT000316825.1	GCA_004157415.1	Salmonella enterica		CFSAN080465				From INSDC submitter	4675123	Contig	2019-02-11
PDT000316815.1	GCA_004157755.1	Salmonella enterica		CFSAN080882				From INSDC submitter	5069849	Contig	2019-02-11
PDT000319417.1	GCA_004158555.1	Salmonella enterica		FDA1051827-001-001				From INSDC submitter	4673831	Contig	2019-02-11
PDT000320792.1	GCA_004161335.1	Salmonella enterica		CFSAN081696				From INSDC submitter	4759664	Contig	2019-02-11
PDT000320774.1	GCA_004161395.1	Salmonella enterica		CFSAN081716				From INSDC submitter	5120874	Contig	2019-02-11
PDT000320800.1	GCA_004161455.1	Salmonella enterica		CFSAN081715				From INSDC submitter	4790574	Contig	2019-02-11
PDT000323602.1	GCA_004162595.1	Salmonella enterica		CFSAN081783				From INSDC submitter	4795923	Contig	2019-02-11
PDT000323804.1	GCA_004162635.1	Salmonella enterica		TXAML1800574				From INSDC submitter	4693267	Contig	2019-02-11
PDT000323806.1	GCA_004162755.1	Salmonella enterica		CFSAN070901				From INSDC submitter	4877897	Contig	2019-02-11
PDT000323598.1	GCA_004163025.1	Salmonella enterica		CFSAN081784				From INSDC submitter	5101757	Contig	2019-02-11
PDT000323800.1	GCA_004163075.1	Salmonella enterica		TXAML1800655				From INSDC submitter	4944297	Contig	2019-02-11
PDT000325616.1	GCA_004164375.1	Salmonella enterica		CDPHFDLB-F07M00385-2				From INSDC submitter	5115707	Contig	2019-02-11
PDT000325536.1	GCA_004164385.1	Salmonella enterica		CFSAN081813				From INSDC submitter	4805930	Contig	2019-02-11
PDT000325014.1	GCA_004166275.1	Salmonella enterica		ADRDL-1925				From INSDC submitter	4702649	Contig	2019-02-11
PDT000326066.1	GCA_004173595.1	Salmonella enterica		CFSAN081804				From INSDC submitter	4779054	Contig	2019-02-12
PDT000326038.1	GCA_004173765.1	Salmonella enterica		CFSAN081807				From INSDC submitter	4690780	Contig	2019-02-12
PDT000328676.1	GCA_004174055.1	Salmonella enterica		TXAML1800668				From INSDC submitter	4727656	Contig	2019-02-12
PDT000328690.1	GCA_004174355.1	Salmonella enterica		CFSAN081969				From INSDC submitter	4567229	Contig	2019-02-12
PDT000329049.1	GCA_004174435.1	Salmonella enterica		CFSAN081975				From INSDC submitter	4850309	Contig	2019-02-12
PDT000328674.1	GCA_004174445.1	Salmonella enterica		ADRDL-1936				From INSDC submitter	4948279	Contig	2019-02-12
PDT000328444.1	GCA_004174475.1	Salmonella enterica		FDA1051921-S001-001				From INSDC submitter	4920298	Contig	2019-02-12
PDT000328685.1	GCA_004174495.1	Salmonella enterica		NC_0215368_5				From INSDC submitter	4911260	Contig	2019-02-12
PDT000329036.1	GCA_004174515.1	Salmonella enterica		CFSAN081966				From INSDC submitter	4626510	Contig	2019-02-12
PDT000328700.1	GCA_004175275.1	Salmonella enterica		CFSAN081965				From INSDC submitter	4638778	Contig	2019-02-12
PDT000329053.1	GCA_004175325.1	Salmonella enterica		CFSAN081972				From INSDC submitter	4759352	Contig	2019-02-12
PDT000326032.1	GCA_004176135.1	Salmonella enterica		CDPHFDLB-F07M00397-2				From INSDC submitter	5150656	Contig	2019-02-12
PDT000328620.1	GCA_004177085.1	Salmonella enterica		ADRDL-1945				From INSDC submitter	4914639	Contig	2019-02-12
PDT000328624.1	GCA_004177175.1	Salmonella enterica		CFSAN081982				From INSDC submitter	4718758	Contig	2019-02-12
PDT000333112.1	GCA_004179685.1	Salmonella enterica		TTU_101				From INSDC submitter	4851160	Contig	2019-02-12
PDT000333079.1	GCA_004179745.1	Salmonella enterica		CFSAN082325				From INSDC submitter	4724602	Contig	2019-02-12
PDT000333235.1	GCA_004179855.1	Salmonella enterica		TTU_063				From INSDC submitter	4620258	Contig	2019-02-12
PDT000332684.1	GCA_004180325.1	Salmonella enterica		CFSAN082333				From INSDC submitter	4767935	Contig	2019-02-12
PDT000332677.1	GCA_004180995.1	Salmonella enterica		TTU_123				From INSDC submitter	4832721	Contig	2019-02-12
PDT000333243.1	GCA_004181435.1	Salmonella enterica		TTU_051				From INSDC submitter	4688422	Contig	2019-02-12
PDT000333725.1	GCA_004182135.1	Salmonella enterica		TTU_091				From INSDC submitter	4970566	Contig	2019-02-12
PDT000333581.1	GCA_004182295.1	Salmonella enterica		CFSAN082344				From INSDC submitter	5073660	Contig	2019-02-12
PDT000334825.1	GCA_004182315.1	Salmonella enterica		CFSAN082365				From INSDC submitter	4815764	Contig	2019-02-12
PDT000334669.1	GCA_004182355.1	Salmonella enterica		CFSAN082361				From INSDC submitter	5127480	Contig	2019-02-12
PDT000333657.1	GCA_004182415.1	Salmonella enterica		TTU_071				From INSDC submitter	4644830	Contig	2019-02-12
